"text","category"
"I woke up feeling completely drained since I've been so busy though i can't shake off this overwhelmed feeling after finishing the task finally.","Mood/Emotion"
"We ordered dosa for dinner since morning.","Food"
"I can't figure out why the mobile app is so slow since noon","Technology"
"teacher ne bola hiring paperwork revise karo aajkal.","Work/Office"
"I tried making rajma chawal at home this weekend.","Food"
"I found a great discount on sunglasses.","Shopping"
"Aajkal bahut overwhelmed feel ho raha hai future ke baare mein soch kar.","Mood/Emotion"
"My a fixed deposit got auto-debited in a while because my the insurance premium got auto-debited since morning.","Finance"
"Store mein sunglasses pe badi sale lagi hai aajkal.","Shopping"
"Aakhirkar my salary clear kar diya aajkal.","Finance"
"I spent some time dealing with the garden we're planting this evening.","General/Other"
"i spent some time dealing with a documentary I watched next week","General/Other"
"I've been feeling proud without any clear reason.","Mood/Emotion"
"boss ne client presentation ke baare mein call rakhi hai is weekend.","Work/Office"
"The store had a huge sale on a kitchen mixer by Friday.","Shopping"
"I noticed a headache right now and it's not going away while i noticed a migraine in a while and it's not going away.","Health"
"My online banking got auto-debited today.","Finance"
"Honestly, I feel restless since I've been so busy.","Mood/Emotion"
"the online course is turning out to be tougher than I expected.","Education"
"Aakhirkar this month's rent clear kar diya kuch ghanton se","Finance"
"The store had a huge sale on a set of headphones by Friday","Shopping"
"delivery wale ne bola specialist ko dikhao naak behna ke liye","Health"
"I'm nervous about the semester project scheduled for the past three days, because i'm nervous about the thesis draft scheduled today.","Education"
"The local train to Kolkata was surprisingly comfortable, and on top of that i'm not sure whether to take a connecting flight or drive to Singapore.","Travel"
"bataana mushkil hai lekin us bahas ke baad bahut restless hoon","Mood/Emotion"
"Hamari team budget proposal pe atki hui hai dopahar se, jabki dukaandaar ne team meeting notes ke baare mein call rakhi hai aajkal.","Work/Office"
"my landlord mentioned the neighbor's new dog during our chat.","General/Other"
"I woke up feeling quite anxious after a long day.","Mood/Emotion"
"the office server keeps crashing just now","Technology"
"the office printer internet se connect hi nahi ho raha aaj.","Technology"
"My bank statement got auto-debited since morning","Finance"
"meri behen ne the final exams samjhaane mein madad ki.","Education"
"Our team is stuck on the budget proposal right now","Work/Office"
"Aajkal bahut motivated feel ho raha hai sab kuch ek saath ho raha hai isliye.","Mood/Emotion"
"since things didn't go as planned I've just been feeling extremely stressed","Mood/Emotion"
"the doctor advised me to review my mutual fund investment","Finance"
"pichle hafte se tak audit checklist complete karna hai.","Work/Office"
"my friend mentioned a documentary I watched during our chat.","General/Other"
"I spent some time dealing with the community meeting this morning.","General/Other"
"do din se naak behna thik nahi ho raha par aaj clinic jaana hai seene mein jakadan check karwane.","Health"
"subah se dost aa rahe hain aur paneer tikka banane ka plan hai isliye aaj ghar pe a vegetable stir fry banane ki koshish ki.","Food"
"Store mein a pair of sneakers pe badi sale lagi hai kuch ghanton se","Shopping"
"customer support advised me to review the insurance premium.","Finance"
"My a fixed deposit got auto-debited this morning, and on top of that i need to pay my salary this morning.","Finance"
"Mumbai wali overnight bus kaafi comfortable thi.","Travel"
"i read something interesting about the garden we're planting, and on top of that we should talk about the weather sometime this week.","General/Other"
"Store mein a kitchen mixer pe badi sale lagi hai parso.","Shopping"
"I noticed stomach pain since last night and it's not going away.","Health"
"delivery wale ne the company website fix karne mein madad ki.","Technology"
"I took a half day since yesterday to catch up on the performance review","Work/Office"
"Friday tak Jaipur ghumne ka plan bana raha hoon.","Travel"
"I ordered a pair of sneakers online this afternoon but the store had a huge sale on sunglasses since yesterday.","Shopping"
"I submitted the status update since yesterday but haven't heard back yet, but i'll be working from home since morning to complete the budget proposal.","Work/Office"
"marketing plan submit kar diya dopahar se lekin abhi tak reply nahi aaya aur aakhirkar sprint review close kar diya raat se.","Work/Office"
"kal se chakkar pareshan kar raha hai","Health"
"It's been a quiet day, mostly thinking about the community meeting.","General/Other"
"is mahine thoda time the festival preparations sambhalne mein laga.","General/Other"
"Bas ek reminder the power cut yesterday ke baare mein.","General/Other"
"Rishikesh ke paas ek chhota sa hotel liya hai humne.","Travel"
"kal raat se this month's rent pay karna hai jabki pichle teen din se my credit score pay karna hai.","Finance"
"We're hosting friends since morning and planning to make dosa","Food"
"We finally closed the code review tomorrow.","Work/Office"
"I had to skip work due to joint pain since Monday","Health"
"i tried making a vegetable stir fry at home just now","Food"
"landlord ne bola a fixed deposit review karo lekin doctor ne bola the insurance premium review karo.","Finance"
"customer support wale ne ek jagah bataayi jahan ka idli sambar zabardast hai.","Food"
"I tried making butter chicken at home right now.","Food"
"Singapore wali local train kaafi comfortable thi.","Travel"
"I have to submit the online course these days.","Education"
"I need to pay my salary since noon and i finally cleared the electricity bill just now.","Finance"
"meri behen ne the thesis draft samjhaane mein madad ki aur pichle hafte se wale the chemistry lab report ko lekar nervous hoon.","Education"
"audit checklist ko lekar meeting hai abhi.","Work/Office"
"boss ne bola thoda rest kar acidity thik ho jayega","Health"
"Ladakh wali train pichle teen din se delay ho gayi.","Travel"
"mere roommate ne the practical exam samjhaane mein madad ki, aur subah se the practical exam submit karna hai.","Education"
"The deadline for the team meeting notes got moved up next month.","Work/Office"
"The store had a huge sale on a new smartphone since two days plus the delivery for a pair of sneakers is delayed since last week.","Shopping"
"delivery wale ne bola thoda rest kar jee michlana thik ho jayega.","Health"
"agle hafte half day liya audit checklist complete karne ke liye uske alawa is weekend tak quarterly report complete karna hai.","Work/Office"
"i have to submit the final exams since last night","Education"
"My professor extended the deadline for the coding assignment.","Education"
"my colleague advised me to review the electricity bill plus i finally cleared my credit card bill right now.","Finance"
"my roommate recommended a place that serves amazing idli sambar, while my brother recommended a place that serves amazing biryani.","Food"
"the store had a huge sale on sunglasses this weekend because the doctor recommended a good brand for a backpack.","Shopping"
"abhi online a winter jacket order kiya.","Shopping"
"the hotel in Varanasi upgraded our room for free","Travel"
"my mutual fund investment got auto-debited by Friday","Finance"
"i'm still preparing for the chemistry lab report","Education"
"We ordered paneer tikka for dinner just now though the teacher recommended a place that serves amazing pasta.","Food"
"mere cousin ne ek achi brand suggest ki a study lamp ke liye.","Shopping"
"It's hard to explain but I feel really excited since I've been so busy.","Mood/Emotion"
"a pair of jeans ki delivery late ho rahi hai agle hafte.","Shopping"
"Aajkal emotionally thaka hua feel ho raha hai news sunne ke baad","Mood/Emotion"
"Lately I feel irritated because I miss my old friends, and I don't know why but because I miss my old friends, I've just been feeling overwhelmed.","Mood/Emotion"
"the chemistry lab report ke liye ek study group join kiya.","Education"
"I've been feeling restless after that conversation.","Mood/Emotion"
"pata nahi kyun par bina kisi wajah ke bahut thoda anxious lag raha hoon","Mood/Emotion"
"subah se kamzori thik nahi ho raha.","Health"
"raat se ghar pe paneer tikka banane ki koshish ki.","Food"
"the noisy construction nearby came up randomly in conversation tomorrow.","General/Other"
"aajkal Singapore ghumne ka plan bana raha hoon.","Travel"
"pichle hafte se physics submit karna hai.","Education"
"is weekend dinner mein pasta order kiya.","Food"
"is hafte dinner mein a vegetable stir fry order kiya par kal se dost aa rahe hain aur momos banane ka plan hai.","Food"
"the mobile app suddenly stopped working right now because my email account won't connect to the internet since last night.","Technology"
"do din se dinner mein paneer tikka order kiya.","Food"
"Aakhirkar status update close kar diya dopahar se.","Work/Office"
"parso walk karte waqt the family gathering this weekend dikha.","General/Other"
"kal se the entrance exam submit karna hai, uske upar se raat se the practical exam submit karna hai.","Education"
"my phone baar crash ho raha hai thodi der mein, kyunki my external hard drive achanak kaam karna band kar diya is hafte.","Technology"
"There's a strange feeling of being irritated because nothing seems to be going right but i woke up feeling restless since I've been so busy.","Mood/Emotion"
"kal online a laptop bag order kiya","Shopping"
"I'm planning a trip to Varanasi this evening even though our local train to Mumbai got delayed since noon.","Travel"
"the noisy construction nearby came up randomly in conversation today.","General/Other"
"I have to submit physics just now.","Education"
"mujhe raat se acidity ho raha hai","Health"
"Subah se hi restless mehsoos ho raha hai wo message padhne ke baad.","Mood/Emotion"
"Cook karne ka mann nahi hai isliye butter chicken order kar rahe hain.","Food"
"kal tak project timeline complete karna hai.","Work/Office"
"Honestly, I feel completely drained after getting that message.","Mood/Emotion"
"kal ghar pe pav bhaji banane ki koshish ki.","Food"
"landlord ne the entrance exam samjhaane mein madad ki.","Education"
"i've been feeling a little low since the plans got cancelled","Mood/Emotion"
"is weekend se pet dard thik nahi ho raha.","Health"
"kal raat se Shimla ghumne ka plan bana raha hoon.","Travel"
"I'm trying to figure out my monthly budget this month.","Finance"
"I'm nervous about the entrance exam scheduled from tomorrow.","Education"
"I can't figure out why the new software update is so slow for a couple of hours.","Technology"
"Aakhirkar audit checklist close kar diya is weekend, kyunki raat se half day liya audit checklist complete karne ke liye.","Work/Office"
"aaj clinic jaana hai chakkar check karwane","Health"
"Pata nahi kyun par kuch bhi thik nahi ho raha isliye bahut irritated lag raha hoon.","Mood/Emotion"
"I tried making pasta at home since Monday since i tried making idli sambar at home these days.","Food"
"I noticed a migraine this weekend and it's not going away.","Health"
"Jo a pair of running shoes order kiya tha wo damaged aaya, kyunki landlord ne ek achi brand suggest ki a formal shirt ke liye.","Shopping"
"a laptop bag ki delivery late ho rahi hai Friday tak isliye store mein a pair of running shoes pe badi sale lagi hai aaj shaam ko.","Shopping"
"My credit score got auto-debited this month.","Finance"
"landlord ne ek achi brand suggest ki a study lamp ke liye.","Shopping"
"kal physics submit karna hai.","Education"
"We ordered pancakes for dinner just now.","Food"
"I'm planning a trip to Darjeeling since morning.","Travel"
"Samajh nahi aa raha the operating system itna slow kyun hai abhi.","Technology"
"kuch ghanton se my phone reinstall karna pada, aur the office printer baar crash ho raha hai dopahar se.","Technology"
"I ordered a pair of jeans online next month.","Shopping"
"my boss helped me understand physics better.","Education"
"subah se online a study lamp order kiya.","Shopping"
"I ordered a set of headphones online from tomorrow.","Shopping"
"raat se online a dining table order kiya.","Shopping"
"mere roommate ne the festival preparations ka zikr kiya baat cheet mein.","General/Other"
"My savings account got auto-debited since last week plus my boss advised me to review my bank statement.","Finance"
"aajkal dost aa rahe hain aur butter chicken banane ka plan hai.","Food"
"aakhirkar my savings account clear kar diya is weekend, isliye aakhirkar the loan application clear kar diya kal.","Finance"
"my smartwatch app baar crash ho raha hai dopahar se","Technology"
"mere manager ne bola specialist ko dikhao gale mein kharash ke liye.","Health"
"my father mentioned the power cut yesterday during our chat.","General/Other"
"We finally closed the project timeline just now.","Work/Office"
"my brother mentioned the festival preparations during our chat and we talked about the neighborhood cat for a while right now.","General/Other"
"Aakhirkar quarterly report close kar diya Friday tak.","Work/Office"
"my colleague scheduled a call about the marketing plan for the past three days.","Work/Office"
"kal online a kitchen mixer order kiya.","Shopping"
"subah se hi ajeeb sa calm mehsoos ho raha hai us baat cheet ke baad","Mood/Emotion"
"boss ne my phone fix karne mein madad ki.","Technology"
"I spent some time dealing with the family gathering this weekend this afternoon.","General/Other"
"the new software update achanak kaam karna band kar diya Monday se.","Technology"
"dopahar se wale the coding assignment ko lekar nervous hoon.","Education"
"i took a half day for a couple of hours to catch up on the status update","Work/Office"
"I spent some time dealing with the neighborhood cat right now.","General/Other"
"i need to pack for Udaipur since morning","Travel"
"My the tax filing got auto-debited since two days, but i finally cleared my monthly budget next week.","Finance"
"I took a half day since noon to catch up on the team meeting notes.","Work/Office"
"meri behen ne ek achi brand suggest ki a pair of running shoes ke liye kyunki subah se online a pair of running shoes order kiya.","Shopping"
"Recovering slowly from chest tightness this evening","Health"
"kal wale the history assignment ko lekar nervous hoon","Education"
"I have to submit physics last night.","Education"
"our train to Singapore got delayed last night","Travel"
"my neighbor helped me understand the practical exam better","Education"
"We talked about an old photo album for a while a few minutes ago.","General/Other"
"thodi der mein ghar pe pancakes banane ki koshish ki","Food"
"raat se online a pair of running shoes order kiya.","Shopping"
"dosa bahut spicy tha, poora khaya hi nahi gaya.","Food"
"Hamari team status update pe atki hui hai aajkal, jabki hamari team performance review pe atki hui hai agle mahine.","Work/Office"
"my online banking jaldi close karne ke liye paise bacha raha hoon","Finance"
"Abhi Goa wali local train ke liye check-in kar liya kyunki abhi Rishikesh wali local train ke liye check-in kar liya.","Travel"
"I'm planning a trip to Kerala last night, but i'm planning a trip to Goa right now.","Travel"
"I tried making rajma chawal at home a few minutes ago, though my roommate recommended a place that serves amazing grilled sandwiches.","Food"
"is mahine online a winter jacket order kiya.","Shopping"
"Shimla wali connecting flight Monday se delay ho gayi.","Travel"
"landlord ne the history assignment samjhaane mein madad ki lekin mere bhai ne the group presentation samjhaane mein madad ki.","Education"
"Recovering slowly from blurry vision since last night.","Health"
"i finally perfected my recipe for pasta","Food"
"marketing plan ko lekar meeting hai abhi","Work/Office"
"doctor ne the operating system fix karne mein madad ki, isliye the company website baar crash ho raha hai kuch ghanton se.","Technology"
"my online banking auto-debit ho gaya kal.","Finance"
"I need to pay this month's rent in a while.","Finance"
"I'm not in the mood to cook so we're getting biryani.","Food"
"mere roommate ne the online course samjhaane mein madad ki.","Education"
"aaj wale the history assignment ko lekar nervous hoon, par pichle teen din se the online course submit karna hai.","Education"
"papa ne bola thoda rest kar kamzori thik ho jayega.","Health"
"acidity has been bothering me today","Health"
"Ghar pe sab the weather ke baare mein baat kar rahe the kuch ghanton se.","General/Other"
"performance review submit kar diya raat se lekin abhi tak reply nahi aaya","Work/Office"
"my roommate helped me fix the Wi-Fi router","Technology"
"Friday tak the group presentation submit karna hai uske alawa doctor ne the thesis draft samjhaane mein madad ki.","Education"
"agle hafte wale the literature essay ko lekar nervous hoon.","Education"
"Aakhirkar my bank statement clear kar diya thodi der mein.","Finance"
"kuch ghanton se leadership ke saamne client presentation present karna hai.","Work/Office"
"abhi dost aa rahe hain aur grilled sandwiches banane ka plan hai.","Food"
"parso wale mathematics ko lekar nervous hoon.","Education"
"Jaipur wali cab thodi der mein delay ho gayi","Travel"
"I noticed the family gathering this weekend while walking this month.","General/Other"
"There's a meeting about the quarterly report scheduled since Monday.","Work/Office"
"my mutual fund investment auto-debit ho gaya is weekend","Finance"
"pichle hafte se dinner mein pasta order kiya halaanki thodi der mein dost aa rahe hain aur noodles banane ka plan hai.","Food"
"teacher ne ek jagah bataayi jahan ka pasta zabardast hai kyunki kuch ghanton se dinner mein momos order kiya.","Food"
"meri behen ne bola thoda rest kar loose motion thik ho jayega.","Health"
"my brother helped me fix the operating system","Technology"
"mere bhai ne ek achi brand suggest ki a dining table ke liye.","Shopping"
"I ordered a set of headphones online just now and the delivery for a new smartphone is delayed since Monday.","Shopping"
"my sister asked me to revise the client presentation today.","Work/Office"
"kal dinner mein tacos order kiya.","Food"
"aajkal wale the coding assignment ko lekar nervous hoon jabki the semester project expectation se zyada tough nikal raha hai.","Education"
"I've been feeling demotivated after hearing the news.","Mood/Emotion"
"i tried making pasta at home by Friday, since i tried making a fruit salad at home right now.","Food"
"kal raat se dost aa rahe hain aur paneer tikka banane ka plan hai, isliye monday se ghar pe a vegetable stir fry banane ki koshish ki.","Food"
"nausea has been bothering me this afternoon.","Health"
"I'm planning to visit the clinic because of a mild fever.","Health"
"Purana my browser baar hang hota tha isliye naya le liya","Technology"
"Our overnight bus to Varanasi got delayed this weekend.","Travel"
"my smartwatch app internet se connect hi nahi ho raha dopahar se.","Technology"
"We ordered biryani for dinner next week.","Food"
"I tried making momos at home in a while","Food"
"my neighbor suggested I see a specialist because of acidity, and on top of that my professor suggested I see a specialist because of a running nose.","Health"
"kuch minute pehle tak quarterly report complete karna hai par monday se work from home karke audit checklist complete karunga.","Work/Office"
"Recovering slowly from nausea just now.","Health"
"We talked about the weekend plans for a while since morning.","General/Other"
"raat se walk karte waqt the power cut yesterday dikha.","General/Other"
"raat se ghar pe pav bhaji banane ki koshish ki.","Food"
"aaj my email account reinstall karna pada.","Technology"
"I just checked in for my road trip to Singapore.","Travel"
"the personal loan EMI auto-debit ho gaya raat se uske alawa mere colleague ne bola the electricity bill review karo.","Finance"
"a pair of running shoes ki delivery late ho rahi hai parso kyunki teacher ne ek achi brand suggest ki a dining table ke liye.","Shopping"
"I can't figure out why the Wi-Fi router is so slow since two days.","Technology"
"kal raat se dost aa rahe hain aur idli sambar banane ka plan hai.","Food"
"aajkal dost aa rahe hain aur idli sambar banane ka plan hai.","Food"
"seene mein jakadan ki wajah se raat bhar so nahi paaya uske alawa mere colleague ne bola thoda rest kar halka bukhar thik ho jayega.","Health"
"i've been feeling really excited since the plans got cancelled","Mood/Emotion"
"dopahar se walk karte waqt the weekend plans dikha","General/Other"
"parso Ooty ghumne ka plan bana raha hoon, jabki do din se Bangalore ghumne ka plan bana raha hoon.","Travel"
"aakhirkar the tax filing clear kar diya agle mahine","Finance"
"Aakhirkar a vegetable stir fry ki recipe perfect ho gayi meri, jabki kal raat se ghar pe momos banane ki koshish ki.","Food"
"raat se random mein the neighbor's new dog ki baat chal padi.","General/Other"
"I submitted the quarterly report tomorrow but haven't heard back yet since i submitted the audit checklist since morning but haven't heard back yet.","Work/Office"
"I feel like dizziness is getting worse this month","Health"
"Aaj clinic jaana hai loose motion check karwane jabki mere manager ne bola thoda rest kar halka bukhar thik ho jayega.","Health"
"kal raat se dost aa rahe hain aur a vegetable stir fry banane ka plan hai.","Food"
"delivery wale ne sales deck ke baare mein call rakhi hai kuch ghanton se par landlord ne bola project timeline revise karo kuch ghanton se.","Work/Office"
"Ghar pe sab the family gathering this weekend ke baare mein baat kar rahe the kuch ghanton se.","General/Other"
"my sister helped me fix the new software update.","Technology"
"i was just thinking about the weather","General/Other"
"I updated the new software update and now nothing works properly because i can't figure out why the office server is so slow today.","Technology"
"doctor ne bola specialist ko dikhao naak behna ke liye","Health"
"Ghar pe sab the power cut yesterday ke baare mein baat kar rahe the Friday tak.","General/Other"
"kal raat se tak budget proposal complete karna hai.","Work/Office"
"my phone baar crash ho raha hai pichle hafte se.","Technology"
"the traffic on the way home came up randomly in conversation for a couple of hours.","General/Other"
"We're hosting friends since Monday and planning to make noodles.","Food"
"Ghar pe sab the neighborhood cat ke baare mein baat kar rahe the do din se.","General/Other"
"aajkal online a pair of running shoes order kiya.","Shopping"
"ghutno mein dard ki wajah se aaj kaam pe nahi ja paaya uske alawa mere bhai ne bola specialist ko dikhao gale mein kharash ke liye.","Health"
"The store had a huge sale on sunglasses since last night.","Shopping"
"The delivery for a winter jacket is delayed since yesterday.","Shopping"
"Our train to Ooty got delayed just now.","Travel"
"aakhirkar onboarding documents close kar diya agle hafte","Work/Office"
"teacher ne my smartwatch app fix karne mein madad ki.","Technology"
"I had to skip work due to body aches for a couple of hours.","Health"
"pichle hafte se dost aa rahe hain aur noodles banane ka plan hai.","Food"
"the neighborhood cat came up randomly in conversation since last week.","General/Other"
"Bataana mushkil hai lekin bina kisi wajah ke bahut excited hoon.","Mood/Emotion"
"dopahar se walk karte waqt the long queue at the grocery store dikha.","General/Other"
"Mujhe agle mahine se pet dard ho raha hai, jabki sar dard ki wajah se kal raat se kaam pe nahi ja paaya.","Health"
"subah se the group presentation submit karna hai.","Education"
"Everyone at home was discussing the traffic on the way home tomorrow.","General/Other"
"aaj shaam ko half day liya sprint review complete karne ke liye.","Work/Office"
"Class miss hone ki wajah se the literature essay mein peeche reh gaya hoon.","Education"
"Recovering slowly from a mild fever since noon.","Health"
"my landlord helped me understand the online course better.","Education"
"I ordered a smartwatch online next week.","Shopping"
"papa ne the thesis draft samjhaane mein madad ki","Education"
"I'll be working from home for a couple of hours to complete the performance review.","Work/Office"
"Yeh kaafi disappointed wala feeling jaa hi nahi raha bina kisi wajah ke.","Mood/Emotion"
"Hafton sochne ke baad aakhirkar a pair of jeans khareed liya, lekin kal online a pair of jeans order kiya.","Shopping"
"Storeroom saaf karte waqt ek purana photo album mil gaya, aur poori dopahar purani photos dekhte aur hasi majaak karte hi nikal gayi.","General/Other"
"the loan application auto-debit ho gaya raat se, jabki kuch minute pehle my monthly budget pay karna hai.","Finance"
"back pain has been bothering me this afternoon, but my brother suggested I see a specialist because of a headache.","Health"
"I tried making a fruit salad at home for a couple of hours.","Food"
"do din se an old photo album ke baare mein baat hui.","General/Other"
"The delivery for a pair of jeans is delayed this weekend and the delivery for a pair of running shoes is delayed next week.","Shopping"
"Main bahut stressed feel kar raha hoon bina kisi wajah ke.","Mood/Emotion"
"my manager scheduled a call about the audit checklist since two days.","Work/Office"
"I'm nervous about the semester project scheduled for a couple of hours, and on top of that our teacher gave extra homework for the coding assignment.","Education"
"agle hafte Kerala ke liye packing karni hai.","Travel"
"aaj online a winter jacket order kiya.","Shopping"
"The delivery for a kitchen mixer is delayed since Monday.","Shopping"
"I had to skip work due to a running nose tomorrow plus the pharmacist gave me some tablets for joint pain.","Health"
"my bank statement auto-debit ho gaya aajkal.","Finance"
"do din se tak sales deck complete karna hai.","Work/Office"
"my neighbor helped me understand physics better","Education"
"kal raat se online a pair of sneakers order kiya kyunki store mein a pair of jeans pe badi sale lagi hai aajkal.","Shopping"
"dopahar se Jaipur ke liye packing karni hai.","Travel"
"I spent some time dealing with the festival preparations this month.","General/Other"
"I noticed loose motions since last week and it's not going away","Health"
"i have to submit the chemistry lab report in a while but i have to submit the chemistry lab report since morning.","Education"
"I can't figure out why my laptop is so slow in a while but my browser won't connect to the internet for a couple of hours.","Technology"
"the Wi-Fi router won't connect to the internet since two days","Technology"
"I have to submit mathematics this evening.","Education"
"teacher ne ek jagah bataayi jahan ka a fruit salad zabardast hai kyunki subah se ghar pe biryani banane ki koshish ki.","Food"
"The restaurant's pasta was absolutely delicious.","Food"
"agle mahine my online banking pay karna hai kyunki aakhirkar my mutual fund investment clear kar diya kal.","Finance"
"I have to submit the chemistry lab report since Monday since my professor helped me understand the scholarship application better.","Education"
"I couldn't sleep properly because of an ear infection next month, and on top of that blurry vision has been bothering me a few minutes ago.","Health"
"Aaj loose motion ki wajah se rest kar raha hoon.","Health"
"my colleague recommended a place that serves amazing a vegetable stir fry.","Food"
"Aakhirkar Ooty ke liye overnight bus ki ticket book kar li lekin abhi Kerala wali overnight bus ke liye check-in kar liya.","Travel"
"dopahar se the coding assignment submit karna hai, uske upar se dopahar se wale the final exams ko lekar nervous hoon.","Education"
"I ordered a dining table online since two days, because the store had a huge sale on a pair of running shoes today.","Shopping"
"my neighbor recommended a place that serves amazing a fruit salad","Food"
"kal se dinner mein a vegetable stir fry order kiya.","Food"
"We talked about a documentary I watched for a while today.","General/Other"
"the company website keeps crashing this morning","Technology"
"aajkal half day liya onboarding documents complete karne ke liye.","Work/Office"
"code review ki deadline aage badh gayi kuch minute pehle.","Work/Office"
"the shopkeeper is not happy with how the sprint review turned out, while the deadline for the audit checklist got moved up today.","Work/Office"
"Shor ki wajah se the chemistry lab report pe concentrate nahi kar paaya, aur do din se wale the class test ko lekar nervous hoon.","Education"
"Store mein a kitchen mixer pe badi sale lagi hai Friday tak","Shopping"
"Aakhirkar my credit score clear kar diya pichle teen din se.","Finance"
"The delivery for a smartwatch is delayed just now while the delivery for a backpack is delayed this afternoon.","Shopping"
"The store had a huge sale on a dining table these days.","Shopping"
"my landlord helped me understand the group presentation better, so my landlord helped me understand the semester project better.","Education"
"kal se wale the coding assignment ko lekar nervous hoon.","Education"
"Mujhe agle mahine se chakkar ho raha hai.","Health"
"Mujhe Friday tak se naak behna ho raha hai.","Health"
"kal se my laptop reinstall karna pada.","Technology"
"my sister recommended a good brand for a study lamp so the delivery for a smartwatch is delayed this afternoon.","Shopping"
"I've been feeling a little low after a long day.","Mood/Emotion"
"mere colleague ne bola thoda rest kar badan dard thik ho jayega.","Health"
"aaj walk karte waqt the weather dikha","General/Other"
"a pair of sneakers ki delivery late ho rahi hai aaj, uske upar se thodi der mein online a pair of running shoes order kiya.","Shopping"
"I can't shake off this really excited feeling after that conversation and i've been feeling really excited after that conversation.","Mood/Emotion"
"my brother mentioned the weekend plans during our chat, while we talked about the noisy construction nearby for a while since two days.","General/Other"
"Udaipur wali cab is weekend delay ho gayi, jabki jaipur wali connecting flight agle mahine delay ho gayi.","Travel"
"kuch minute pehle work from home karke vendor contract complete karunga kyunki hamari team hiring paperwork pe atki hui hai abhi.","Work/Office"
"the personal loan EMI auto-debit ho gaya pichle hafte se","Finance"
"aakhirkar the loan application clear kar diya is weekend","Finance"
"my cousin helped me fix the operating system, while my sister helped me fix my password manager.","Technology"
"thodi der mein the festival preparations ke baare mein baat hui.","General/Other"
"Yeh demotivated wala feeling jaa hi nahi raha cheezein plan ke hisaab se na hone ki wajah se.","Mood/Emotion"
"The road trip to Dubai was surprisingly comfortable.","Travel"
"raat se online a backpack order kiya.","Shopping"
"Monday se wale physics ko lekar nervous hoon.","Education"
"Samajh nahi aa raha flight loon ya khud drive karke Bangalore jaaun","Travel"
"my brother recommended a good brand for a pair of jeans","Shopping"
"mere colleague ne the online course samjhaane mein madad ki, isliye friday tak wale the coding assignment ko lekar nervous hoon.","Education"
"I had to reinstall my smartwatch app for the past three days.","Technology"
"my roommate mentioned the weather during our chat","General/Other"
"is weekend ghar pe paneer tikka banane ki koshish ki.","Food"
"Restaurant ka idli sambar bahut tasty tha.","Food"
"customer support suggested I see a specialist because of stomach pain.","Health"
"is mahine Goa ke liye packing karni hai.","Travel"
"I feel like a sore throat is getting worse this weekend, and i noticed loose motions this weekend and it's not going away.","Health"
"my manager suggested I see a specialist because of dizziness, and i feel like weakness is getting worse this month.","Health"
"we ordered pav bhaji for dinner since noon plus my roommate recommended a place that serves amazing tacos.","Food"
"the Wi-Fi router internet se connect hi nahi ho raha aajkal","Technology"
"my bank statement auto-debit ho gaya abhi.","Finance"
"I'm reworking my budget because of the electricity bill.","Finance"
"my browser won't connect to the internet right now","Technology"
"i took a half day in a while to catch up on the audit checklist but my boss is not happy with how the onboarding documents turned out.","Work/Office"
"Samajh nahi aa raha the company website itna slow kyun hai do din se.","Technology"
"Sach kahoon toh us baat cheet ke baad, mann bahut emotionally thaka hua hai.","Mood/Emotion"
"delivery wale ne ek achi brand suggest ki a laptop bag ke liye.","Shopping"
"kuch minute pehle the loan application pay karna hai.","Finance"
"I tried making momos at home tomorrow.","Food"
"We talked about the new furniture we bought for a while from tomorrow.","General/Other"
"Mujhe agle hafte se kamzori ho raha hai.","Health"
"Mujhe lagta hai jee michlana badhta ja raha hai.","Health"
"I finally cleared the personal loan EMI last night.","Finance"
"I noticed swelling in my ankle since yesterday and it's not going away, though i noticed an ear infection by Friday and it's not going away.","Health"
"The store had a huge sale on a formal shirt for the past three days while i ordered a formal shirt online just now.","Shopping"
"Everyone at home was discussing the weekend plans just now though everyone at home was discussing the power cut yesterday tomorrow.","General/Other"
"I finally booked a overnight bus ticket to Udaipur.","Travel"
"Samajh nahi aa raha overnight bus loon ya khud drive karke Bangalore jaaun.","Travel"
"Friday tak Goa ke liye packing karni hai par do din se Darjeeling ghumne ka plan bana raha hoon.","Travel"
"i'll be working from home this morning to complete the onboarding documents","Work/Office"
"The deadline for the audit checklist got moved up since two days","Work/Office"
"marketing plan ki deadline aage badh gayi do din se, isliye aakhirkar status update close kar diya subah se.","Work/Office"
"The dog won't stop barking.","General/Other"
"The store had a huge sale on a new smartphone since morning, though the store had a huge sale on a laptop bag since yesterday.","Shopping"
"the Wi-Fi router achanak kaam karna band kar diya abhi, par meri behen ne the company website fix karne mein madad ki.","Technology"
"I feel like nausea is getting worse this weekend, so i feel like weakness is getting worse just now.","Health"
"the doctor helped me fix my smartwatch app.","Technology"
"i ordered a pair of jeans online this morning","Shopping"
"teacher ne the neighborhood cat ka zikr kiya baat cheet mein.","General/Other"
"agle hafte my credit score pay karna hai.","Finance"
"Mujhe kal raat se jee michlana ho raha hai uske alawa aankhon mein dhundhlapan ki wajah se aajkal kaam pe nahi ja paaya.","Health"
"Recovering slowly from a sore throat since noon.","Health"
"I've been feeling extremely stressed after hearing the news, though i can't shake off this very motivated feeling after hearing the news.","Mood/Emotion"
"my friend helped me understand the thesis draft better.","Education"
