"text","category","language"
"Aankhein bhaari lag rahi hain, neend puri nahi hui.","Health","Hinglish"
"I woke up feeling strangely at peace with everything.","Mood","English"
"Test cases fail hone ki wajah se release postpone ho gaya.","Work/Office","Hinglish"
"Hamari bus lagbhag ek ghanta checkpoint pe atki rahi.","Travel","Hinglish"
"Release se pehle pull requests review karni hain.","Work/Office","Hinglish"
"The road trip playlist kept us entertained for hours.","Travel","English"
"Approval process kaise kaam karta hai, bata sakte ho?","General","Hinglish"
"Yeh issue apne team lead tak escalate karna padega.","Work/Office","Hinglish"
"Our guide showed us around the market in the old city.","Travel","English"
"The mountain roads were foggy the entire drive up.","Travel","English"
"Weekend sochte hi ek khushi ki lehar aa jaati hai.","Mood","Hinglish"
"Agle do mahino ke liye hiring freeze announce hui hai.","Work/Office","Hinglish"
"I received someone else's order instead of my own.","Complaint","English"
"I'm figuring out the best route to avoid tolls.","Travel","English"
"I feel like I might faint if I stand too quickly.","Health","English"
"My head has been throbbing since I woke up.","Health","English"
"Callback request karne ka process kya hai?","General","Hinglish"
"Isko further review karwane ka process kya hai?","General","Hinglish"
"My manager asked me to lead the next project update.","Work/Office","English"
"I woke up feeling unexpectedly hopeful today.","Mood","English"
"Pehle se kaunsi information ready rakhni hai?","General","Hinglish"
"I'm still deciding between the beach town and the mountains.","Travel","English"
"My complaint was closed without ever being resolved.","Complaint","English"
"Zyada der khade rehne par lagta hai behosh ho jaunga.","Health","Hinglish"
"Can you tell me how the approval process works?","General","English"
"My ears have been ringing and it's a bit worrying.","Health","English"
"My skin feels clammy and I'm sweating without reason.","Health","English"
"The deployment failed twice and the team is troubleshooting now.","Work/Office","English"
"Paanch baar call kiya, abhi tak koi issue resolve nahi hua.","Complaint","Hinglish"
"Teen alag websites pe hotel prices compare kar raha hoon.","Travel","Hinglish"
"My mind won't stop spiraling over the smallest things today.","Mood","English"
"They charged a cancellation fee even though I cancelled in time.","Complaint","English"
"I twisted my wrist and it hurts to hold a pen.","Health","English"
"How do I access the archived records from before?","General","English"
"Shin pe neel abhi bhi soft touch se dard karta hai.","Health","Hinglish"
"What's the correct way to fill out this field?","General","English"
"Is ranking ke liye kya criteria use hota hai, bata sakte ho?","General","Hinglish"
"The airport lounge was a nice place to wait out the layover.","Travel","English"
"Kal ka schedule sochte hi thak jaata hoon.","Mood","Hinglish"
"I'm practically bouncing off the walls with excitement.","Mood","English"
"Aankh mein kuch chubh raha hai, dust gaya hoga shayad.","Health","Hinglish"
"The airline lost our baggage during the connecting flight.","Travel","English"
"Dimaag bahut zyada chal raha hai, shant hi nahi ho raha.","Mood","Hinglish"
"Is hafte mandatory compliance training complete karni hai.","Work/Office","Hinglish"
"The office cafeteria is closed for renovation this week.","Work/Office","English"
"I'm buzzing with excitement about tomorrow.","Mood","English"
"Client ne requirements clarify karne ke liye call maanga hai.","Work/Office","Hinglish"
"Chhoti chhoti baaton par bhi aankhen bhar aati hain aajkal.","Mood","Hinglish"
"Client onboarding process lead karne ke liye mujhe assign kiya gaya hai.","Work/Office","Hinglish"
"Zyada type karne par haath sunn ho jaate hain.","Health","Hinglish"
"Patience bilkul patla ho gaya hai abhi.","Mood","Hinglish"
"Bina kisi wajah ke poore din edge par raha.","Mood","Hinglish"
"Yeh kis category mein aata hai, kaise pata karu?","General","Hinglish"
"I feel utterly exhausted even though I did nothing strenuous today.","Health","English"
"My hands go numb sometimes when I type too long.","Health","English"
"My joints crack and hurt more in cold weather.","Health","English"
"I've been feeling feverish and achy since last evening.","Health","English"
"I still need to arrange local transport for the sightseeing day.","Travel","English"
"Where can I find out more about how this functions?","General","English"
"Yahan points system kaise kaam karta hai, koi bata sakta hai?","General","Hinglish"
"Nayi policy ke hisaab se sabko nau baje tak badge in karna hai.","Work/Office","Hinglish"
"Can you explain how this feature actually works?","General","English"
"My lower abdomen has been tender to the touch.","Health","English"
"Product mein parts missing the aur koi instructions bhi nahi thi.","Complaint","Hinglish"
"What steps are involved in getting this approved?","General","English"
"Aaj ka stand-up normal se kaafi lamba chal gaya.","Work/Office","Hinglish"
"We're short-staffed this week due to two people being on leave.","Work/Office","English"
"I'm putting together slides for tomorrow's presentation.","Work/Office","English"
"I need to arrange transport from the airport to the hotel.","Travel","English"
"Chat support sirf automated, bekaar replies bheje ja raha hai.","Complaint","Hinglish"
"I woke up feeling refreshed and genuinely cheerful.","Mood","English"
"Pollen zyada hone par seene mein halki jakadan hoti hai.","Health","Hinglish"
"I feel like nobody really understands what I'm going through.","Mood","English"
"There's redness and irritation around my eye.","Health","English"
"Highway pe shehar se nikalte waqt bahut traffic mila.","Travel","Hinglish"
"My skin broke out in hives after eating shellfish.","Health","English"
"Finally pahado ki trip ke liye tickets book kar li.","Travel","Hinglish"
"Aisi cheez ke liye general guideline kya hoti hai?","General","Hinglish"
"Ek mahine se zyada ho gaya, meri complaint ka koi jawab hi nahi aaya.","Complaint","Hinglish"
"I'm planning the itinerary for our trip next weekend.","Travel","English"
"Complaint wala email bounce ho gaya, address exist hi nahi karta bola.","Complaint","Hinglish"
"Manager ab aage se weekly status updates maang rahe hain.","Work/Office","Hinglish"
"The item's color faded after just one wash, unlike advertised.","Complaint","English"
"I'm trying to find a good deal on flights for December.","Travel","English"
"Kitni bhi mehnat karu, kadar nahi hoti aisa lagta hai.","Mood","Hinglish"
"Sabse paas wala branch office kahan milega?","General","Hinglish"
"Do log leave pe hone se team is hafte short-staffed hai.","Work/Office","Hinglish"
"Yeh step complete karne ka koi easy tareeka hai kya?","General","Hinglish"
"Kai hafton baad chaal mein halkapan feel ho raha hai.","Mood","Hinglish"
"How do I enable notifications for this app?","General","English"
"Aise request ka usually turnaround time kitna hota hai?","General","Hinglish"
"I forgot my adapter and had to buy one at the airport.","Travel","English"
"Doctor ne bola sugar level thoda zyada aa raha hai.","Health","Hinglish"
"I feel emotionally exhausted after today's conversations.","Mood","English"
"Can you explain what each of these fields means?","General","English"
"Can you explain the general workflow for this task?","General","English"
"Is desh ke liye visa-on-arrival ke details pata karne hain.","Travel","Hinglish"
"What documents do I need to apply for this?","General","English"
"Where can I find a breakdown of these charges?","General","English"
"Kuch bhi zyada kiya nahi phir bhi bahut thakan hai aaj.","Health","Hinglish"
"Weekend se pehle monthly report taiyar karni hai.","Work/Office","Hinglish"
"Seene mein ek ajeeb sa bhaaripan hai jo samajh nahi aa raha.","Mood","Hinglish"
"Bechaini si hai, ek jagah baith hi nahi paa raha.","Mood","Hinglish"
"I feel a surge of confidence after that presentation.","Mood","English"
"Un cheezon ki tension ho rahi hai jo hui hi nahi hain abhi tak.","Mood","Hinglish"
"The technician never showed up despite the scheduled appointment.","Complaint","English"
"Hamara hotel beach ke bilkul saamne tha, kaafi convenient tha.","Travel","Hinglish"
"Is topic se related section kahan milega?","General","Hinglish"
"The store refused to exchange a clearly defective product.","Complaint","English"
"Doosre plan pe switch karne ka process kya hai?","General","Hinglish"
"Sabhi employees ke liye ek town hall meeting rakhi gayi hai.","Work/Office","Hinglish"
"I keep feeling this uneasy pit in my stomach.","Mood","English"
"Naya masala try kiya toh zubaan suj gayi lagti hai.","Health","Hinglish"
"Meri complaint bina resolve kiye automatically close ho gayi.","Complaint","Hinglish"
"Agent tak pahunchte hi baar baar call disconnect ho jaata hai.","Complaint","Hinglish"
"Flight phir se delay ho gayi, is baar do ghante aur.","Travel","Hinglish"
"Kal ki presentation ke liye slides bana raha hoon.","Work/Office","Hinglish"
"Finance team se approval ka abhi bhi wait kar raha hoon.","Work/Office","Hinglish"
"Is hafte renovation ki wajah se office cafeteria band hai.","Work/Office","Hinglish"
"I missed the morning stand-up because of a doctor's appointment.","Work/Office","English"
"The store's return policy wasn't honored when I tried to return it.","Complaint","English"
"Manual mein diye instructions actual product se match hi nahi karte.","Complaint","Hinglish"
"Rona chahta hoon par khud ko sambhal raha hoon.","Mood","Hinglish"
"The support team keeps closing my ticket without asking questions.","Complaint","English"
"I need to confirm the return tickets before the trip ends.","Travel","English"
"My tonsils feel swollen and painful to swallow past.","Health","English"
"Personal appointment ke liye ek din ki chutti maangi hai.","Work/Office","Hinglish"
"Hamara road trip route teen alag states se guzarta hai.","Travel","Hinglish"
"Subah uthte hi ek aankh puri tarah suj gayi thi.","Health","Hinglish"
"I feel a nagging sense of dread I can't place.","Mood","English"
"The website error kept charging my card multiple times.","Complaint","English"
"I was overcharged and the store won't issue a correction.","Complaint","English"
"Brush karte waqt masudo se khoon aa raha hai.","Health","Hinglish"
"Us call ke baad se bahut acche mood mein hoon.","Mood","Hinglish"
"Scheduled appointment ke baawajood technician aaya hi nahi.","Complaint","Hinglish"
"Apne purane statements kaise download karu?","General","Hinglish"
"I'm trying to find direct flights instead of connecting ones.","Travel","English"
"Manager ne agla project update lead karne ko bola hai.","Work/Office","Hinglish"
"Dil mein ek warmth hai jo bahut dino baad feel hui.","Mood","Hinglish"
"My data usage was charged incorrectly this billing cycle.","Complaint","English"
"Pichle kuch dino se gussa jaldi aa raha hai.","Mood","Hinglish"
"My timesheet needs to be submitted by end of day.","Work/Office","English"
"I've been unusually breathless during my evening walk.","Health","English"
"Extra baggage fees se bachne ke liye is baar halka pack kiya.","Travel","Hinglish"
"The taxi fare was way higher than what the app quoted.","Travel","English"
"I requested a day off for a personal appointment.","Work/Office","English"
"Subah nau baje se meetings mein hi phasa hua hoon.","Work/Office","Hinglish"
"I have to reschedule my one-on-one due to a conflict.","Work/Office","English"
"Product kharidne ke do din baad hi kharab ho gaya.","Complaint","Hinglish"
"Is there a way to switch between two different modes?","General","English"
"Sprint khatam hone se pehle teen naye tasks mil gaye.","Work/Office","Hinglish"
"There's a calm that's settled over me tonight.","Mood","English"
"Jo item mila woh advertisement se bilkul alag lag raha hai.","Complaint","Hinglish"
"Yeh bhejne se pehle legal se sign-off chahiye.","Work/Office","Hinglish"
"How do I know if I qualify for this option?","General","English"
"Shaam ko akelapan sa dard hota rehta hai lagatar.","Mood","Hinglish"
"Client call kal subah jaldi ke liye reschedule ho gayi.","Work/Office","Hinglish"
"Hamari train beech raste mein ek chhote station pe ruki.","Travel","Hinglish"
"Seafood khane ke baad skin pe daane nikal aaye.","Health","Hinglish"
"I need feedback on my appraisal self-assessment by tomorrow.","Work/Office","English"
"Bade din se pehle pait mein titliyan uddna band hi nahi ho raha.","Mood","Hinglish"
"Review se pehle project tracker update karna hai.","Work/Office","Hinglish"
"How do I find out which category this falls under?","General","English"
"I feel like I'm walking on eggshells around everyone lately.","Mood","English"
"Ek bechaini hai jo shant hone ka naam hi nahi le rahi.","Mood","Hinglish"
"There's a restlessness in me that won't settle down.","Mood","English"
"Upper back mein lagatar dard bana hua hai.","Health","Hinglish"
"There's a sting in my eye, might have gotten dust in it.","Health","English"
"I've been on edge all day for no clear reason.","Mood","English"
"Agle weekend ki trip ka itinerary plan kar raha hoon.","Travel","Hinglish"
"What's the usual process once the form is submitted?","General","English"
"Haath mein jhunjhuni si feel ho rahi hai.","Health","Hinglish"
"Bahut thakan mehsoos ho rahi hai poori neend ke baad bhi.","Health","Hinglish"
"How do I get in touch with the right department?","General","English"
"The overnight bus ride was surprisingly comfortable.","Travel","English"
"Khaana khaane ka man hi nahi kar raha hai.","Health","Hinglish"
"Settings section tak kaise navigate karu?","General","Hinglish"
"Can you walk me through the sign-up process?","General","English"
"I get breathless just climbing one flight of stairs lately.","Health","English"
"Where should I go to find more details on this topic?","General","English"
"Is there a manual explaining all the available features?","General","English"
"Company issue solve karne ke bajaye courier ko blame karti rehti hai.","Complaint","Hinglish"
"Har raat khaana khane ke baad heartburn ho raha hai.","Health","Hinglish"
"Beach ke paas budget-friendly stay dhundh raha hoon.","Travel","Hinglish"
"The delivery window kept changing three times in one day.","Complaint","English"
"Rental company ne bina extra paise liye car upgrade kar di.","Travel","Hinglish"
"I feel like breaking down but I'm holding it together.","Mood","English"
"Form submit hone ke baad usual process kya hota hai?","General","Hinglish"
"I can't stop smiling, everything just feels right today.","Mood","English"
"The courier left the package in the rain, ruining it.","Complaint","English"
"Is billing cycle mein data usage galat charge kiya gaya hai.","Complaint","Hinglish"
"Abhi ek ajeeb sukoon sa mehsoos hua achanak se.","Mood","Hinglish"
"Courier ne package baarish mein chhod diya, kharab ho gaya.","Complaint","Hinglish"
"How can I get more information about this option?","General","English"
"My manager wants a status update by end of business today.","Work/Office","English"
"Meri complaint bina resolve kiye hi close kar di gayi.","Complaint","Hinglish"
"Can you tell me what documents are typically required?","General","English"
"I've had trouble digesting anything heavy this week.","Health","English"
"My throat feels raw every time I swallow.","Health","English"
"Vichar dhundhle se hain, kisi cheez pe focus nahi ho raha.","Mood","Hinglish"
"My account was suspended without any explanation whatsoever.","Complaint","English"
"How do I find the right form for this purpose?","General","English"
"Delivery bilkul galat address pe deliver kar di gayi.","Complaint","Hinglish"
"Flight pakadne ke liye subah paanch baje ki cab book ki hai.","Travel","Hinglish"
"Lambi flight ke liye window seat book ki hai.","Travel","Hinglish"
"The website keeps logging me out in the middle of transactions.","Complaint","English"
"Is hafte naye intern ko mentor karne ko kaha gaya hai.","Work/Office","Hinglish"
"The airline charged extra for the additional baggage.","Travel","English"
"I've been on hold with customer service for over an hour now.","Complaint","English"
"Our driver got lost trying to find the resort.","Travel","English"
"Mera refund bilkul galat account mein process ho gaya.","Complaint","Hinglish"
"Is baar station ke paas wala hotel book kar raha hoon.","Travel","Hinglish"
"I've been feeling melancholic all evening, hard to shake off.","Mood","English"
"Our road trip route passes through three different states.","Travel","English"
"Aisi queries ka standard response time kya hota hai?","General","Hinglish"
"My stomach has been cramping since breakfast.","Health","English"
"Kuch bhi khushi nahi de raha aajkal.","Mood","Hinglish"
"Manager ne town hall mein findings present karne ko kaha hai.","Work/Office","Hinglish"
"Chhoti chhoti baaton par dimaag bahut zyada soch raha hai aaj.","Mood","Hinglish"
"Today just feels lighter, like a weight has lifted.","Mood","English"
"Aakhri waqt flight upgrade ho gayi, surprising tha yeh.","Travel","Hinglish"
"Har stage pe kya hota hai, kaise pata karu?","General","Hinglish"
"Yeh membership renew karne ka tareeka kya hai?","General","Hinglish"
"How do I switch my preferred language on the platform?","General","English"
"The product looks like a cheap knockoff of what was advertised.","Complaint","English"
"My vision blurred for a moment and then cleared up.","Health","English"
"There's a hiring freeze announced for the next two months.","Work/Office","English"
"Din bhar se ek shant sa santosh mehsoos ho raha hai.","Mood","Hinglish"
"Ek ghante se zyada se customer service pe hold pe hoon.","Complaint","Hinglish"
"My manager wants the presentation shortened to ten slides.","Work/Office","English"
"They shipped the wrong size despite me specifying it clearly.","Complaint","English"
"I need to submit my leave application before the cutoff.","Work/Office","English"
"Sab kuch ho raha hai around mujhe par kuch feel nahi ho raha.","Mood","Hinglish"
"Bhaari khaana digest karna mushkil ho raha hai is hafte.","Health","Hinglish"
"Repair ki wajah se road band tha, humein detour lena pada.","Travel","Hinglish"
"Raat ko hip mein dard uthta hai jo neend kharab kar deta hai.","Health","Hinglish"
"The airport shuttle never showed up on time.","Travel","English"
"Account statement mein aise charges hain jo maine kabhi kiye hi nahi.","Complaint","Hinglish"
"There's a dull ache behind my eyes that won't go away.","Health","English"
"I've been feeling on edge, waiting for something to go wrong.","Mood","English"
"The bus broke down halfway through the journey.","Travel","English"
"Our team missed the sprint goal by a couple of tasks.","Work/Office","English"
"Where can I learn more about how this system operates?","General","English"
"Destination decide karne se pehle mausam check kiya.","Travel","Hinglish"
"I feel really appreciated after that message from my friend.","Mood","English"
"Ab har doosre din migraine ho jaata hai.","Health","Hinglish"
"Sign-up process mujhe step by step samjha sakte ho?","General","Hinglish"
"What's the process involved in requesting a change?","General","English"
"Aaj mera patience bahut kam hai normal se.","Mood","Hinglish"
"Is app mein notifications kaise enable karu?","General","Hinglish"
"Season khatam hone se pehle hill station explore karna hai.","Travel","Hinglish"
"There's a satisfying calm after finally finishing that task.","Mood","English"
"Aaj celebrate karne ka man hai, sab kuch sahi ho gaya.","Mood","Hinglish"
"What options do I have if I want to modify this?","General","English"
"Road trip wali playlist ne ghanto entertain kiya humein.","Travel","Hinglish"
"Running karte waqt calf mein khichaav aa gaya.","Health","Hinglish"
"The item was listed as in stock but never actually shipped.","Complaint","English"
"Butterflies won't stop in my stomach before the big day.","Mood","English"
"Yeh poora system kaise structured hai, bata sakte ho?","General","Hinglish"
"Is process ka clearer explanation kahan milega?","General","Hinglish"
"I woke up with a crick in my neck.","Health","English"
"I keep zoning out, my thoughts are all over the place.","Mood","English"
"Yahan bas baithe baithe ek shant khushi feel ho rahi hai.","Mood","Hinglish"
"Quality picture mein dikhayi gayi cheez se bilkul door hai.","Complaint","Hinglish"
"Countryside se guzarti ek scenic train ride li.","Travel","Hinglish"
"The staff didn't even acknowledge me for ten minutes at the counter.","Complaint","English"
"Thand mein jodo mein zyada dard hota hai.","Health","Hinglish"
"There's a lightness in my step I haven't felt in weeks.","Mood","English"
"I've submitted the same complaint three times with no resolution.","Complaint","English"
"Poore din energy kam aur mood flat sa raha.","Mood","Hinglish"
"They cancelled my booking without any notice or explanation.","Complaint","English"
"I strained something in my calf during the run.","Health","English"
"I'm compiling the meeting notes to share with the team.","Work/Office","English"
"Nobody responded to my email even after a full week.","Complaint","English"
"The staff at the counter was incredibly rude to me.","Complaint","English"
"The office is shifting to a hybrid schedule starting next month.","Work/Office","English"
"Airport drop ke liye pehle se cab book karni hai.","Travel","Hinglish"
"My appetite dropped drastically after the stomach bug.","Health","English"
"The subscription renewed automatically without any warning at all.","Complaint","English"
"My complaint email bounced back saying the address doesn't exist.","Complaint","English"
"Waitlist ki wajah se train ticket automatically cancel ho gayi.","Travel","Hinglish"
"Is category ke liye kya options available hain?","General","Hinglish"
"Yeh system kaise operate karta hai, iske baare mein kahan seekhu?","General","Hinglish"
"Raat bhar neend nahi aayi, karvatein badalta raha.","Health","Hinglish"
"The instructions in the manual don't match the actual product.","Complaint","English"
"I need to renew my passport before the trip next year.","Travel","English"
"Client ka ek urgent escalation dekhna zaroori hai abhi.","Work/Office","Hinglish"
"The site keeps showing an error whenever I try to apply a coupon.","Complaint","English"
"Doctor ke appointment ki wajah se morning stand-up miss ho gaya.","Work/Office","Hinglish"
"The store manager was dismissive when I raised the issue.","Complaint","English"
"Kal ko lekar ajeeb sa mix feel ho raha hai, excitement aur dar dono.","Mood","Hinglish"
"Allergy ki dawai bhi zyada asar nahi kar rahi hai.","Health","Hinglish"
"What's the process for applying to this program?","General","English"
"Woh video dekh kar ajeeb sa emotional feel hua abhi.","Mood","Hinglish"
"Weekdays mein store kis time khulta hai?","General","Hinglish"
"I was charged a hidden fee that wasn't disclosed anywhere.","Complaint","English"
"I feel a rush of happiness just thinking about the weekend.","Mood","English"
"The order got cancelled on their end with zero communication.","Complaint","English"
"Ek manzil chadhte hi saans phoolne lagti hai aajkal.","Health","Hinglish"
"Meri refund request haftonse pending approval mein hai.","Complaint","Hinglish"
"Order karne ke baad kya delivery address change ho sakta hai?","General","Hinglish"
"Can you clarify how this calculation is done?","General","English"
"There's a persistent cramp in my calf muscle.","Health","English"
"Is program mein apply karne ka process kya hai?","General","Hinglish"
"Jabde mein tightness hai, shayad daant bhinchne se hua hoga.","Health","Hinglish"
"I'm still finalizing the dates for the trip next month.","Travel","English"
"Aaj ki baaton ke baad emotionally bahut thak gaya hoon.","Mood","Hinglish"
"December ki flights pe acha deal dhundh raha hoon.","Travel","Hinglish"
"The product arrived a month late with no explanation.","Complaint","English"
"Our train had a brief halt at a small station midway.","Travel","English"
"The allergy medicine isn't doing much for my sniffles.","Health","English"
"The deadline got pushed up and now I'm scrambling to finish.","Work/Office","English"
"There's an ache in my hip that flares up at night.","Health","English"
"Traffic ki wajah se aaj phir office late pahucha.","Work/Office","Hinglish"
